ticker,description
0498.HK,BLUE RIVER HLDG
2980.HK,GW TIANDI
2288.HK,RYKADAN CAPITAL
1822.HK,CHINA WOOD INT
1303.HK,HUILI RES
2483.HK,K CASH
1195.HK,KINGWELL GROUP
1166.HK,SOLARTECH INT'L
2372.HK,WEILI HOLDINGS
0166.HK,NEW TIMES CORP
0983.HK,SOCAM DEV
2000.HK,SIM TECH
0126.HK,CARRIANNA
1408.HK,MACAU E&M
9677.HK,WEIHAI BANK
6866.HK,ZUOLI M-FIN
1132.HK,ORANGE SKY G H
1968.HK,HINGTEX HLDGS
2324.HK,CAPITAL VC
1708.HK,SAMPLE TECH
2210.HK,BEIJING JIAYE
0343.HK,CULTURECOM HOLD
2972.HK,GOLDENPOWER
6885.HK,JINMA ENERGY
6958.HK,ZHENRO SERVICES
1627.HK,ABLE ENG HLDGS
0730.HK,CAPITAL IND FIN
2339.HK,BWI INT'L
1170.HK,KINGMAKER
0459.HK,LEGEND UPSTAR
1220.HK,ZHIDAO INT'L
2132.HK,LANDRICH HLDG
0938.HK,MAN SANG INT'L
0544.HK,DAIDO GROUP
1253.HK,GREENLAND BROAD
1596.HK,YICHEN IND
1721.HK,FSM HOLDINGS
0154.HK,BE ENVIRONMENT
0339.HK,CN SCI-TECH IND
0871.HK,CH DREDG ENV
1225.HK,LERADO FIN
1741.HK,SHING CHI HLDGS
1460.HK,ICO GROUP
1719.HK,CIL GROUP
6893.HK,HINSANG GROUP
0630.HK,AMCO UNITED
0543.HK,PACIFIC ONLINE
1738.HK,FS ANTHRACITE
1262.HK,LABIXIAOXIN
0084.HK,STELUX HOLDINGS
1087.HK,INVESTECH HLDGS
0602.HK,JIAHUA STORES H
1953.HK,RIMBACO
1420.HK,CHUAN HOLDING
6163.HK,GEMILANG INTL
0759.HK,CEC INT'L HOLD
0764.HK,ETERNITY INV
0422.HK,VMEP HOLDINGS
0201.HK,MAGNIFICENT
0825.HK,NWDS CHINA
0923.HK,IWS
6812.HK,WINSON HLDGS HK
2227.HK,SOLIS HOLDINGS
0073.HK,ASIAN CITRUS
1987.HK,BENG SOON MACH
9929.HK,SEM HLDGS
1991.HK,TA YANG GROUP
0984.HK,AEON STORES
0704.HK,HUSCOKE HLDGS
0075.HK,Y.T. REALTY
1900.HK,CHINA ITS
0070.HK,RICH GOLDMAN
0736.HK,CHINA PPT INV
2028.HK,JOLIMARK
0372.HK,PT INTL DEV
1129.HK,WATER INDUSTRY
2078.HK,PANASIALUM
0760.HK,TALENT PPT GP
2979.HK,VOLCANO SPR RTS
0913.HK,HARBOUR DIGITAL
0582.HK,SHIN HWA WORLD
1059.HK,KANTONE HOLDING
2363.HK,TONGDA HONG TAI
1222.HK,WANG ON GROUP
0510.HK,CASH FIN SER GP
0036.HK,FE HLDGS INTL
0055.HK,NEWAY GROUP
0060.HK,HK FOOD INV
0093.HK,ZERO FINTECH
0094.HK,GREENHEART GP
0096.HK,YUSEI
0099.HK,WONG'S INT'L
0110.HK,CHINA FORTUNE
0114.HK,HERALD HOLD
0115.HK,GRAND FIELD GP
0117.HK,TIANLI HOLDINGS
0118.HK,COSMOS MACH
0125.HK,SUN HING VISION
0132.HK,HING YIP HLDGS
0137.HK,JINHUI HOLDINGS
0158.HK,MELBOURNE ENT
0159.HK,BROCKMAN MINING
0167.HK,IDT INT'L
0174.HK,GEMINI INV
0180.HK,KADER HOLDINGS
0181.HK,FUJIAN HOLDINGS
0184.HK,KECK SENG INV
0185.HK,ZENSUN ENT
0209.HK,WINSHINE SCI
0213.HK,NATIONAL ELEC H
0214.HK,ASIA ORIENT
0224.HK,PIONEER GLOBAL
0230.HK,MINMETALS LAND
0234.HK,NEW CENTURY GP
0237.HK,SAFETY GODOWN
0239.HK,PAK FAH YEOW
0247.HK,TST PROPERTIES
0252.HK,SE ASIA PPT
0253.HK,SHUNHO HOLDINGS
0262.HK,DESON DEV INT'L
0265.HK,GANGYU SERVICES
0266.HK,TIAN TECK LAND
0277.HK,TERN PROPERTIES
0287.HK,WINFAIR INV
0311.HK,LUEN THAI
0318.HK,VONGROUP
0333.HK,TOP FORM INT'L
0352.HK,FORTUNE SUN
0366.HK,LUKS GROUP (VN)
0373.HK,ALLIED GROUP
0374.HK,FOUR SEAS MER
0377.HK,CHINA HUAJUN GP
0380.HK,CHINA PIPE
0385.HK,CHINNEY ALLI
0387.HK,LEEPORT(HOLD)
0413.HK,SC HOLDINGS
0426.HK,ONE MEDIA GROUP
0436.HK,NU ENVIRO
0442.HK,DOMAINE POWER
0444.HK,SINCEREWATCH HK
0456.HK,NEW CITY DEV
0458.HK,TRISTATE HOLD
0472.HK,NEW SILKROAD
0483.HK,BAUHAUS INT'L
0485.HK,CHINASINOSTAR
0499.HK,QINGDAO HLDGS
0513.HK,CONTINENTAL H
0528.HK,KINGDOM HOLDING
0529.HK,SIS INT'L
0532.HK,WKK INTL (HOLD)
0557.HK,TIANYUAN HEALTH
0559.HK,DETAI NEWENERGY
0567.HK,DAISHOMICROLINE
0571.HK,ESUN HOLDINGS
0583.HK,GWPA HOLDINGS
0585.HK,IMAGI INT'L
0599.HK,E. BON HOLDINGS
0609.HK,TIANDE CHEMICAL
0619.HK,SOUTH CHINA FIN
0620.HK,DTXS SILK ROAD
0637.HK,LEE KEE
0645.HK,ARES ASIA
0646.HK,CHINA ENV TEC
0657.HK,G-VISION INT'L
0660.HK,WAI CHUN BIOTEC
0675.HK,K & P INT'L
0676.HK,PEGASUS INT'L
0685.HK,MEDIA CHINESE
0701.HK,CNT GROUP
0720.HK,AUTO ITALIA
0733.HK,HOPEFLUENT
0745.HK,CN CULTURE GP
0755.HK,DEVGREAT
0765.HK,PERFECTECH INTL
0770.HK,SHANGHAI GROWTH
0784.HK,LING YUI
0789.HK,ARTINI HLDG
0794.HK,COME SURE GROUP
0797.HK,7ROAD
0810.HK,CH CASTSON 81
0827.HK,KO YO GROUP
0833.HK,ALLTRONICS
0834.HK,KANGDA FOOD
0840.HK,TIANYE WATER
0841.HK,CASSAVA RES
0844.HK,GREATIME INTL
0846.HK,MINGFA GROUP
0851.HK,SHENG YUAN HLDG
0860.HK,APOLLO FMG
0862.HK,VISION VALUES
0864.HK,WING LEE PPT
0889.HK,DATRONIX HOLD
0896.HK,HANISON
0898.HK,MULTIFIELD INTL
0911.HK,QIANHAI HEALTH
0936.HK,KAISA CAPITAL
0948.HK,ALPHA PRO HLDGS
0969.HK,HUA LIEN INT'L
0970.HK,NEW SPARKLEROLL
1000.HK,BEIJING MEDIA
1001.HK,HK SH ALLIANCE
1002.HK,V.S. INT'L
1005.HK,MATRIX HOLDINGS
1013.HK,WAI CHUN GROUP
1026.HK,UNIVERSAL TECH
1027.HK,CHINA JICHENG
1036.HK,VANKE OVERSEAS
1037.HK,MAXNERVA TECH
1049.HK,CELESTIAL ASIA
1064.HK,ZHONG HUA INT'L
1075.HK,CAPINFO
1085.HK,HXTL
1094.HK,CHERISH SUN
1111.HK,HUASHI GROUP
1118.HK,GOLIK HOLDINGS
1125.HK,LAI FUNG HOLD
1146.HK,HUICHENG INTL H
1150.HK,MILAN STATION
1160.HK,GOLDSTONE CAP
1172.HK,MAGNUSCONCORDIA
1201.HK,TESSON HOLDINGS
1213.HK,MOBICON GROUP
1232.HK,GW TIANDI
1235.HK,TRAVEL EXPERT
1240.HK,CNQC INT'L
1241.HK,SHUANGHUA H
1298.HK,YUNNAN ENERGY
1312.HK,KONTA CHINA
1315.HK,GREEN ECONOMY
1319.HK,OIWAHPAWN
1321.HK,CHINA NEWCITY
1323.HK,HUASHENG INTL
1354.HK,KINGFARPROPERTY
1355.HK,LEGEND STRAT
1362.HK,SIS MOBILE
1370.HK,AOWEI HOLDING
1379.HK,WENLING MCT
1410.HK,EDVANCE INTL
1417.HK,RIVERINE CHINA
1419.HK,HUMAN HEALTH
1427.HK,CH TIANBAO GP
1443.HK,FULUM GP HLDG
1447.HK,SFK
1452.HK,DENOX ENV
1470.HK,PROSPER ONE
1476.HK,HENGTOU SEC
1486.HK,C CHENG HLDGS
1488.HK,BEST FOOD HLDG
1500.HK,INCON
1525.HK,GENCH EDU
1542.HK,TAIZHOU WATER
1546.HK,THELLOY DEV
1555.HK,MIE HOLDINGS
1557.HK,K.H. GP HLDGS
1560.HK,STAR GROUP ASIA
1570.HK,WEIYE HOLDINGS
1575.HK,REGAL PARTNERS
1577.HK,HUIXIN CREDIT
1580.HK,DA SEN HLDGS
1582.HK,CR CONSTRUCTION
1587.HK,SHINEROAD INTL
1597.HK,NATURE ENERGY T
1629.HK,CHAMP ALLI INTL
1630.HK,KIN SHING HLDGS
1632.HK,MSCTECH
1637.HK,SH GROUP HLDG
1657.HK,SG GROUP HLDGS
1661.HK,CH FRONTIER TEC
1663.HK,S HARBOURHOLD
1673.HK,HUAZHANG TECH
1690.HK,LAP KEI ENGRG
1693.HK,BGMC
1701.HK,TU YI HLDG
1702.HK,DONGGUANG CHEM
1711.HK,ULFERTS
1727.HK,HEBEI CONS
1730.HK,LHN
1736.HK,PARENTING NET
1739.HK,QEEKA HOME
1740.HK,VALUES CULTURAL
1742.HK,HPC HOLDINGS
1752.HK,TOP EDUCATION
1757.HK,AFFLUENT FDN
1758.HK,BOJUN EDU
1759.HK,SINO GAS HLDGS
1771.HK,SUNFONDA GP
2223.HK,CASABLANCA
2231.HK,JY GRANDMARK
2263.HK,FU SHEK FIN
2289.HK,CHARMACY PHAR
2292.HK,THING ON ENT
2295.HK,MAXICITY
2299.HK,BILLION IND
2307.HK,KAM HING INT'L
2310.HK,TIMES UNI GP
2312.HK,CH FIN LEASING
2320.HK,HOP FUNG GROUP
2321.HK,SWANGCHAICHUAN
2330.HK,CHINA UPTOWN
2336.HK,SHUOAO INTL
2349.HK,CH CITY INFRA
2352.HK,DOWELL SERVICE
2421.HK,KRP DEVELOPMENT
2436.HK,LX TECHNOLOGY
2457.HK,BUYANG INTL
2461.HK,SYNAGISTICS W29
2478.HK,APAC RES W2712
2496.HK,YZYBIO-B
2520.HK,SHANXI INSTALL
2572.HK,ZG GROUP W30
2612.HK,CSI PPT W2704
2682.HK,YUN LEE MARINE
2700.HK,GREEN INTL HLDG
2863.HK,GOLDEN FAITH GP
2970.HK,GOLDSTREAM-OLD
2971.HK,GOGOX-OLD
3332.HK,SINOLIFE UTD
3363.HK,ZHENGYE INT'L
3395.HK,JX ENERGY
3398.HK,CHINA TING
3628.HK,RENHENG ENT
3689.HK,KANGHUA HEALTH
3728.HK,CHING LEE
3778.HK,CHINA WEAVING
3822.HK,SAM WOO CONS
3830.HK,KIDDIELAND
3860.HK,EPS HEALTH TECH
3869.HK,HOSPITAL CORP
3878.HK,VICON HOLDINGS
3889.HK,GLOBAL SWEET
3919.HK,GOLDENPOWER
4620.HK,ICBC 20USDPREF
4621.HK,CINDA 21USDPREF
4855.HK,TECHSTARACQ Z25
6083.HK,WORLD-LINK LOG
6119.HK,TIAN YUAN GP
6182.HK,TWINTEK
6188.HK,BJ DIGITAL
6189.HK,ADWAY
6193.HK,TAILAM TECHCON
6661.HK,HUZHOU GAS
6663.HK,IWS GROUP
6686.HK,NOAH HOLDINGS
6816.HK,PROSPER CONS
6838.HK,WINOX
6890.HK,KANGLI INT HLDG
6898.HK,CHINA ALUMCAN
6919.HK,RENRUI HR
6928.HK,TOMO HOLDINGS
6939.HK,MEGAIN
9608.HK,SUNDY SERVICE
9689.HK,JTF INTL
9882.HK,BEST LINKING
9906.HK,HONLIV HEALTH
9916.HK,XINGYE WULIAN
9918.HK,WISE ALLY INTL
9938.HK,WAH WO HOLDINGS
9977.HK,FENGXIANG CO
80737.HK,BAY AREA DEV-R
86618.HK,JD HEALTH-R
